Country,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,June 2019,July 2019,Aug 2019,Sep 2019,Oct 2019,Nov 2019,Dec 2019,Jan 2020,Feb 2020,Mar 2020,Apr 2020,May 2020,June 202,July 2020,Aug 2020,Sep 2020,Oct 2020,Nov 2020,Dec 2020,Jan 2021,Feb 2021,Mar 2021,April 2021,May 2021,June 2021,July 2021,Aug 2021,Sep 2021,Oct 2021,Nov 2021,Dec 2021
China,12833.6744,14649.7956,15762.6018,21791.3123,16965.4685,15830.4954,17452.9571,21267.0817,11632.5647,12153.7209,14050.27,15456.0073,12388.2587,12926.7765,16178.1378,26304.8358,29176.984,11602.3661,15486.4241,17595.6954,18607.3186,14508.1766,17146.6445,20566.2181,17293.578,20689.777,22231.0466,35193.6465,40039.1825,30251.7418,34979.7037,39794.0591,25193.632,22478.1472,25706.8454,28955.5254
